id,identity_to_query
UniRef100_A0A2V6DW17/1-72,0.667
UniRef100_A0A645BSH8/1-72,0.653
UniRef100_A0A2A6FSG3/3-73,0.653
UniRef100_A0A524I7U2/1-72,0.681
UniRef100_A0A1V4RXH5/1-72,0.583
UniRef100_UPI00166C9307/3-73,0.694
UniRef100_A0A3N0CCN0/3-73,0.667
UniRef100_A0A6J4JFK3/3-73,0.667
UniRef100_A0A425WCK8/1-72,0.639
UniRef100_A0A1F5ABC1/1-72,0.681
UniRef100_A0A7W0SIF9/10-79,0.667
UniRef100_A0A7C2BQ01/4-74,0.667
UniRef100_UPI001E291C5D/1-72,0.681
UniRef100_A0A7M2RJQ1/1-72,0.681
UniRef100_A0A2D5NAZ8/1-71,0.667
UniRef100_A0A537KF58/1-72,0.597
UniRef100_A0A2E5JUQ4/1-72,0.611
UniRef100_UPI0015D2F8B7/20-90,0.681
UniRef100_V8CIR2/1-72,0.611
UniRef100_A0QSL3/3-73,0.653
UniRef100_A0A1A3JPC5/3-73,0.667
UniRef100_A0A7T9EPB0/1-72,0.625
UniRef100_S2WZN9/3-73,0.639
UniRef100_A0A4R3J5N4/1-72,0.625
UniRef100_A0A2V6EP81/1-72,0.681
UniRef100_A0A4Q3N7D7/1-72,0.639
UniRef100_A0A161S268/3-73,0.681
UniRef100_A0A1F9F3S5/1-72,0.694
UniRef100_UPI0006CFEAE3/1-72,0.639
UniRef100_A0A8D9JRV8/1-72,0.736
UniRef100_A0A4R8M608/3-73,0.611
UniRef100_A0A7Y2HL76/1-72,0.611
UniRef100_A0A4Q1DB45/1-72,0.583
UniRef100_A0A6A8M934/1-72,0.681
UniRef100_UPI00082D651F/1-72,0.667
UniRef100_A0A4Q7NKJ0/11-82,0.667
UniRef100_A0A257D8S4/1-72,0.639
UniRef100_A0A316S688/1-72,0.653
UniRef100_A0A7V3X9B7/1-72,0.597
UniRef100_A0A2E1PLX8/1-72,0.792
UniRef100_R4Z1I3/1-64,0.708
UniRef100_UPI001AE8A600/1-72,0.681
UniRef100_A0A2S6U3A0/1-72,0.639
UniRef100_A0A7C2KMR5/1-72,0.625
UniRef100_A0A841HH89/1-72,0.778
UniRef100_A0A1I0Z2Z0/1-72,0.667
UniRef100_A0A5B7TY20/1-71,0.625
UniRef100_A0A3D5HA26/1-72,0.639
UniRef100_A0A497DWW7/4-73,0.639
UniRef100_A0A7C4L549/1-71,0.681
UniRef100_A0A4D6XY24/1-72,0.806
UniRef100_UPI000DA205A8/1-72,0.653
UniRef100_R5E3J1/1-72,0.625
UniRef100_E0S0N7/1-72,0.694
UniRef100_Z9JVN7/3-73,0.639
UniRef100_A0A7Y5H2Z3/1-72,0.653
UniRef100_A0A2G6HIP6/3-73,0.653
UniRef100_A0A255R912/1-72,0.597
UniRef100_A0A7C9UXH5/1-72,0.639
UniRef100_A0A2G4HA81/1-72,0.667
UniRef100_A0A0B7MQ67/5-74,0.639
UniRef100_A0A4Q3U659/1-72,0.542
UniRef100_D3P915/3-73,0.653
UniRef100_G2SKS3/1-72,0.542
UniRef100_A0A7M1Q6C9/1-72,0.625
UniRef100_A0A7V7X097/1-72,0.653
UniRef100_A0A2E6KIW2/1-72,0.625
UniRef100_F8F3W5/1-74,0.667
UniRef100_A0A1G1JMI6/1-72,0.667
UniRef100_A0A7K0RHB0/1-72,0.611
UniRef100_A0A644W5D4/3-73,0.611
UniRef100_UPI0003807FA7/3-73,0.667
UniRef100_A0A537LK47/1-72,0.667
UniRef100_A0A1Q2TLE0/42-112,0.653
UniRef100_A0A3M0ZRQ0/1-72,0.653
UniRef100_UPI001614DD0A/1-71,0.694
UniRef100_A0A3A8ZVZ1/1-72,0.722
UniRef100_UPI0010168D5A/1-72,0.986
UniRef100_A0A7X4J9V5/1-72,0.667
UniRef100_A0A2E1E3F2/1-72,0.583
UniRef100_A0A0F3FP70/1-72,0.653
UniRef100_A0A087CFZ3/1-72,0.639
UniRef100_A0A2H0XRY2/1-72,0.625
UniRef100_A0A6N8Y5J2/1-72,0.597
UniRef100_UPI00191F6684/3-73,0.681
UniRef100_A0A2Y9BH74/1-72,0.653
UniRef100_UPI001C477C5E/1-72,0.653
UniRef100_A0A095ZB82/1-72,0.639
UniRef100_C4F9R3/5-75,0.681
UniRef100_A0A4S1ZDT5/1-72,0.583
UniRef100_A0A7X6WBW5/1-72,0.667
UniRef100_A0A7C4EAI2/1-71,0.625
UniRef100_A0A1F8NVC1/3-73,0.694
UniRef100_UPI00100B326E/1-72,0.569
UniRef100_A0A1Q2MH99/1-70,0.583
UniRef100_A0A3S0XY22/3-73,0.667
UniRef100_A0A523FDH4/1-72,0.653
UniRef100_A0A355F5V4/3-74,0.653
UniRef100_A0A8J4ABQ8/3-73,0.653
UniRef100_A0A3D0NHM2/15-85,0.653
UniRef100_UPI00166D4DE4/1-72,0.667
UniRef100_UPI000940245C/3-73,0.681
UniRef100_A0A1H7R2G2/21-92,0.764
UniRef100_A0A7J0BLV7/1-72,0.653
UniRef100_A0A651HVM9/6-74,0.639
UniRef100_UPI0002885121/1-72,0.694
UniRef100_A0A1E8VRW2/1-72,0.611
UniRef100_A0A059FT19/1-72,0.694
UniRef100_A0A1Z8ZJM0/1-72,0.667
UniRef100_A0A6S6XHD6/1-72,0.639
UniRef100_A0A2D5QJD8/1-72,0.611
UniRef100_A0A1G0D7G4/1-72,0.694
UniRef100_A0A0B7GUT3/1-72,0.597
UniRef100_UPI0014702200/4-73,0.639
UniRef100_UPI001C6398CE/5-74,0.694
UniRef100_A0A518CPY5/1-72,0.639
UniRef100_UPI0001C4E260/9-79,0.667
UniRef100_A0A5A8F4E0/3-73,0.653
UniRef100_A0A2E1CK16/1-71,0.625
UniRef100_A0A6N2CSB1/1-72,0.597
UniRef100_A0A3L7W479/3-73,0.681
UniRef100_A0A7C9JB22/1-70,0.681
UniRef100_A0A7X6VAT4/1-72,0.653
UniRef100_A0A839QT64/3-73,0.625
UniRef100_A0A2D7RKC1/1-72,0.778
UniRef100_A0A0D6TMD6/1-71,0.639
UniRef100_UPI000D308B80/1-72,0.653
UniRef100_A0A5B8CQ87/1-72,0.611
UniRef100_A0A7C1UW43/1-72,0.847
UniRef100_A0A7C7H192/1-72,0.625
UniRef100_A0A410YEX0/1-72,0.667
UniRef100_A0A564WEI1/1-72,0.611
UniRef100_A0A2D6TRW4/1-72,0.653
UniRef100_K5B978/3-73,0.639
UniRef100_A0A2V9C4X5/18-87,0.694
UniRef100_A0A1G4VDI5/1-72,0.625
UniRef100_UPI0005718CC4/1-72,0.625
UniRef100_A0A3S0EKY4/1-72,0.694
UniRef100_A0A3D4JZ75/1-72,0.653
UniRef100_A0A538CK78/3-73,0.653
UniRef100_U1MPQ6/3-73,0.667
UniRef100_A0A3S8RSH3/1-71,0.653
UniRef100_UPI0008F873E8/1-72,0.694
UniRef100_A0A1Q7K7P0/18-87,0.694
UniRef100_A0A7Y6XZ60/1-72,0.667
UniRef100_A0A139SPM3/1-72,0.958
UniRef100_A0A2E6WK09/1-72,0.611
UniRef100_UPI000E08E644/1-72,0.667
UniRef100_A0A6J7U3H5/1-64,0.708
UniRef100_A0A2E5C531/1-72,0.875
UniRef100_A0A1G0HHV3/1-70,0.778
UniRef100_A0A1J5M8W5/1-71,0.625
UniRef100_A0A8G7K6B0/1-72,0.986
UniRef100_E8WZ40/1-72,0.639
UniRef100_UPI001594C34C/3-73,0.681
UniRef100_A0A257PEP5/1-72,0.653
UniRef100_A0A1Q2SPM0/4-74,0.875
UniRef100_A0A7V9V8W5/5-74,0.681
UniRef100_UPI0009436524/1-72,0.694
UniRef100_A0A1F9URG2/1-72,0.597
UniRef100_A0A3D9ZD68/3-73,0.639
UniRef100_A0A2N2TYI3/1-72,0.681
UniRef100_A0A1T4ZTP8/1-72,0.653
UniRef100_C9RR13/1-72,0.583
UniRef100_A0A1G2ZYW8/1-72,0.625
UniRef100_UPI001912DA45/1-72,0.694
UniRef100_UPI00188381AE/1-72,0.667
UniRef100_A0A1Y1RC49/1-72,0.625
UniRef100_A0A1P8WRU4/1-72,0.611
UniRef100_A0A7U4E5E8/1-72,0.597
UniRef100_R7MJM3/3-71,0.625
UniRef100_A0A843SYQ6/3-71,0.694
UniRef100_A0A3D1BGM6/1-72,0.597
UniRef100_A0A5C5WP75/1-72,0.681
UniRef100_A4G9R7/1-72,0.653
UniRef100_A0A1W6Z4R4/1-72,0.653
UniRef100_A0A523XI35/2-71,0.611
UniRef100_A0A101GCV9/1-71,0.597
UniRef100_A0A1Y4CAY8/1-72,0.625
UniRef100_I8T6N6/1-72,0.778
UniRef100_U5N4Z3/1-72,0.639
UniRef100_A0A2G6LJB8/1-71,0.625
UniRef100_A0A1M6X2M1/1-72,0.528
UniRef100_A0A3D1HUP6/1-72,0.667
UniRef100_A0A7C7HLL0/19-89,0.653
UniRef100_A0A7U1ATI9/1-72,0.653
UniRef100_A0A022L554/3-73,0.625
UniRef100_UPI000255D531/3-73,0.625
UniRef100_A0A0A2FJ45/1-72,0.597
UniRef100_A0A3M2FGV0/1-72,0.625
UniRef100_A0A7J5TX48/1-72,0.597
UniRef100_A0A1F9KGJ9/1-72,0.681
UniRef100_A0A516GYW2/1-72,0.653
UniRef100_A0A3P1S7B4/1-72,0.569
UniRef100_A0A2M7DXS6/1-72,0.639
UniRef100_A0A1L2ZQ13/3-73,0.639
UniRef100_R7JBB4/3-71,0.639
UniRef100_A0A084JAJ9/1-72,0.653
UniRef100_A0A8F8SN31/1-72,0.653
UniRef100_A0A5M8QIV5/3-73,0.667
UniRef100_A0A1M3H4K7/1-72,0.667
UniRef100_A0A538HY26/4-73,0.653
UniRef100_M1LV38/1-72,0.653
UniRef100_UPI0005042FAE/1-72,0.653
UniRef100_A0A6N4RF88/1-72,0.681
UniRef100_A0A1F4EZ81/1-72,0.722
UniRef100_A0A6N7A8I7/1-72,0.625
UniRef100_A0A7X7CCB2/3-73,0.653
UniRef100_A0A7W1M789/1-72,0.694
UniRef100_A0A6N2U7C5/1-72,0.667
UniRef100_A0A7C1KYA9/1-72,0.583
UniRef100_UPI0012AB60FE/1-72,0.653
UniRef100_A0A4S4FI01/3-73,0.639
UniRef100_A0A271IUJ8/1-72,0.583
UniRef100_A0A2E6YCU7/1-71,0.750
UniRef100_A0A2E8UVR9/1-71,0.750
UniRef100_UPI00166B58A2/3-73,0.653
UniRef100_A0A538EIB3/3-73,0.653
UniRef100_A0A7D7WHU5/3-73,0.653
UniRef100_C7H0Z2/1-72,0.639
UniRef100_UPI000CFF006C/1-72,0.667
UniRef100_A0A0M6WDX1/1-72,0.625
UniRef100_A0A2D7FZ64/1-71,0.792
UniRef100_A0A3C0NDQ2/1-70,0.694
UniRef100_UPI0005DE6B79/1-72,0.653
UniRef100_A0A2H9SDQ3/1-72,0.806
UniRef100_A0A3Q8WVB3/3-73,0.694
UniRef100_A0A7V4SQE2/1-72,0.639
UniRef100_A0A6L3ZT30/1-72,0.597
UniRef100_R5DG99/3-71,0.639
UniRef100_A0A2E5KVD7/1-72,0.639
UniRef100_A0A1T4JLH2/1-72,0.625
UniRef100_A0A2T0T5H0/1-72,0.597
UniRef100_A5IMA6/1-72,0.625
UniRef100_UPI0006D5728C/3-73,0.667
UniRef100_F2NTU5/3-73,0.639
UniRef100_A0A3B9ASR1/1-72,0.583
UniRef100_A0A0B7IQF4/1-71,0.625
UniRef100_A0A8A7VEL1/1-72,0.667
UniRef100_A0A2V6AAT8/1-72,0.681
UniRef100_A0A3D4M485/1-72,0.583
UniRef100_A0A1F6PU71/3-71,0.653
UniRef100_A0A4R2PI66/1-72,0.708
UniRef100_A0A7Y5R7M4/1-72,0.569
UniRef100_A0A351YXI8/3-73,0.653
UniRef100_A0A0H4TAP8/1-72,0.542
UniRef100_UPI001E4FFFA1/3-73,0.625
UniRef100_A0A2W2DW21/3-73,0.639
UniRef100_A0A3M9N231/1-72,0.597
UniRef100_A0A1G2YU00/1-71,0.597
UniRef100_R6X416/1-72,0.722
UniRef100_UPI0006BB8766/1-72,0.653
UniRef100_A0A511MJ47/12-82,0.667
UniRef100_N2C0Y6/1-72,0.639
UniRef100_A0A1Z1G5X5/1-72,0.639
UniRef100_A2SLD6/1-72,0.667
UniRef100_Q0RRP8/3-73,0.667
UniRef100_A0A1R4I924/3-73,0.625
UniRef100_A0A3M0BWK4/1-72,0.681
UniRef100_UPI000225A938/1-72,0.667
UniRef100_A0A3M1IEQ3/1-72,0.597
UniRef100_A0A1I6IYP6/1-72,0.681
UniRef100_A0A261F2Z4/1-72,0.625
UniRef100_A0A7U1D6V7/1-72,0.764
UniRef100_A0A2E5MWK9/1-72,0.639
UniRef100_A0A3N5FIG6/1-72,0.667
UniRef100_A0A2E3GLY3/1-72,0.625
UniRef100_A0A4Y5P506/1-72,0.653
UniRef100_A0A2E1ZH08/1-71,0.653
UniRef100_S6A1H0/23-93,0.639
UniRef100_A0A3D3JVQ3/3-71,0.653
UniRef100_A0A7X6PIW4/1-72,0.625
UniRef100_A0A6J4SVR3/1-72,0.611
UniRef100_A0A127F9X0/1-72,0.819
UniRef100_A0A1B6BHZ7/1-72,0.667
UniRef100_A0A2E8WUA6/1-72,0.639
UniRef100_A0A368VXR4/3-73,0.653
UniRef100_A0A7C4T1A3/1-72,0.597
UniRef100_A0A2V2DNF3/1-72,0.639
UniRef100_A0A3B9GGZ4/1-73,0.667
UniRef100_A0A0S8CFP5/1-72,0.625
UniRef100_UPI000A30B639/3-73,0.639
UniRef100_A0A6I2VFW5/1-72,0.611
UniRef100_UPI0007811869/3-73,0.639
UniRef100_A0A1J0AER1/1-72,0.708
UniRef100_D5BTG2/1-72,0.653
UniRef100_A0A5A9XEM8/1-72,0.639
UniRef100_E1QX32/1-72,0.639
UniRef100_A0A7W2B9R2/1-72,0.653
UniRef100_A0A1G9XG36/1-72,0.653
UniRef100_A0A2V6KWK4/1-72,0.681
UniRef100_UPI00163E2377/1-72,0.681
UniRef100_A0A662M506/1-72,0.806
UniRef100_A0A516G8H1/3-73,0.667
UniRef100_A0A7V6VLK0/3-73,0.653
UniRef100_A0A316QZU8/1-72,0.653
UniRef100_A0A3B8X195/1-72,0.764
UniRef100_A0A7Z9Y1G1/1-72,0.708
UniRef100_A0A2D6SUM7/1-72,0.611
UniRef100_A0A7X7K2G6/3-73,0.694
UniRef100_A0A2D8QUM5/1-71,0.806
UniRef100_A0A3B9K722/1-72,0.681
UniRef100_A0A4P6UAT4/15-85,0.667
UniRef100_A0A2N1VEZ7/1-72,0.583
UniRef100_UPI00158E4DC7/1-72,0.653
UniRef100_A0A316LSQ0/1-72,0.667
UniRef100_UPI000831E35D/1-72,0.667
UniRef100_A0A6L6E3D4/3-73,0.653
UniRef100_A0A1H1V9W6/3-73,0.667
UniRef100_UPI001CCF5C00/3-73,0.639
UniRef100_A0A1I3ZDQ3/1-72,0.639
UniRef100_A0A1Z9H4Z5/1-72,0.639
UniRef100_A0A7C6B6Q7/1-72,0.653
UniRef100_B6YQ64/1-72,0.625
UniRef100_A0A7M3T5K1/1-72,0.653
UniRef100_UPI00016B2C49/4-73,0.653
UniRef100_A0A7C3RGG8/4-71,0.639
UniRef100_A0A2S0LD58/1-71,0.611
UniRef100_A0A1L8CR87/1-72,0.667
UniRef100_A0A7C5FNT8/1-72,0.639
UniRef100_A0A6S6S5K8/1-72,0.764
UniRef100_A0A2W7ID07/1-72,0.681
UniRef100_A0A849IN02/1-72,0.653
UniRef100_A0A1V4QWG8/1-72,0.667
UniRef100_A0A1F9WQ08/1-72,0.611
UniRef100_UPI001CC80B2F/1-72,0.556
UniRef100_R7E8Y2/19-90,0.694
UniRef100_A0A022GKM3/1-72,0.667
UniRef100_A0A0W1RW27/1-72,0.819
UniRef100_A0A8D5H9C5/15-85,0.667
UniRef100_A0A1C6A1J9/19-90,0.694
UniRef100_A0A645HAD8/1-72,0.653
UniRef100_A0A1W9ST10/1-72,0.625
UniRef100_A0A354HUK4/1-72,0.625
UniRef100_A0A1V6EGA7/3-71,0.625
UniRef100_A0A352WFH9/1-72,0.639
UniRef100_A0A2D7JJI5/1-72,0.667
UniRef100_A0A7V3CXP3/1-72,0.583
UniRef100_S3ALU4/1-72,0.639
UniRef100_A0A355EP78/1-72,0.667
UniRef100_A0A3G9JDM2/1-71,0.667
UniRef100_A0A2V5XH62/1-72,0.694
UniRef100_A0A542DWN2/3-73,0.653
UniRef100_A0A382JJ60/2-72,0.819
UniRef100_A0A8H9X0Y0/19-89,0.639
UniRef100_A0A4R3YFP6/3-73,0.667
UniRef100_A0A5N7J6J0/1-72,0.667
UniRef100_A0A7Y8JE22/1-72,0.667
UniRef100_A0A3B8NTJ8/1-72,0.611
UniRef100_A0A365P063/1-71,0.625
UniRef100_A0A0A1F9P4/1-72,0.639
UniRef100_A0A8I1S4L5/3-73,0.681
UniRef100_UPI000970D632/3-73,0.653
UniRef100_A0A4Q3WL60/1-72,0.681
UniRef100_A0A4Q3WN80/1-72,0.681
UniRef100_D4YQ93/9-79,0.681
UniRef100_A0A4P8Q242/15-85,0.667
UniRef100_A0A2V9AYA6/16-86,0.694
UniRef100_A0A100VPG8/1-71,0.667
UniRef100_A0A3M1S1G0/1-72,0.625
UniRef100_A0A7W5XLG9/3-73,0.639
UniRef100_A0A831TXJ6/1-71,0.639
UniRef100_A0A3D2HTS7/1-72,0.625
UniRef100_A0A1F9TUN2/1-70,0.694
UniRef100_A0A6N7GHE4/3-73,0.667
UniRef100_A0A354M786/1-72,0.653
UniRef100_C5C0G5/3-73,0.667
UniRef100_UPI000360A054/1-72,0.639
UniRef100_A0A364RHW5/1-72,0.611
UniRef100_A0A1I5R374/1-72,0.583
UniRef100_A0A537JTW5/1-72,0.583
UniRef100_UPI001BE77097/1-72,0.653
UniRef100_A0A348NX82/1-72,0.556
UniRef100_A0A2N2UTZ3/1-72,0.681
UniRef100_A0A7V4QB61/1-72,0.625
UniRef100_A0A7C6LW93/1-72,0.611
UniRef100_A0A3B1CG33/1-72,0.597
UniRef100_A0A317I307/1-73,0.653
UniRef100_S7YWA4/1-72,0.653
UniRef100_A0A1J5AXG2/1-72,0.611
UniRef100_A0A3B9BNP5/1-72,0.653
UniRef100_A0A2Z6G9A5/1-72,0.681
UniRef100_UPI00157534FC/3-73,0.667
UniRef100_A0A0R1GK68/1-72,0.625
UniRef100_A0A4Q1AI99/1-72,0.639
UniRef100_A0A7W8D3U2/1-72,0.597
UniRef100_A0A520N148/1-72,0.681
UniRef100_A0A1J5RUS1/25-95,0.667
UniRef100_M1MEJ3/1-72,0.639
UniRef100_UPI000459FF46/3-73,0.667
UniRef100_A0A109UH19/1-72,0.625
UniRef100_A0A4Q8A9N7/3-73,0.681
UniRef100_A0A7C4J5Q8/9-79,0.694
UniRef100_A0A2E5USB8/1-71,0.736
UniRef100_A0A2N6D7F0/3-73,0.667
UniRef100_A0A357AJW0/1-72,0.639
UniRef100_A0A4Q2UAF0/1-72,0.667
UniRef100_UPI0005CCFC7C/1-72,0.694
UniRef100_UPI0009EF19EC/1-72,0.639
UniRef100_UPI00073AAD40/1-72,0.667
UniRef100_A0A2D7YGU8/1-72,0.833
UniRef100_A0A7X8LUJ5/1-72,0.639
UniRef100_A0A5P8NYF8/1-72,0.625
UniRef100_A0A1F2PUR9/16-86,0.667
UniRef100_A0A7C6J1I4/1-72,0.611
UniRef100_A0A7X8PSL6/1-72,0.736
UniRef100_A0A401YBT2/2-67,0.653
UniRef100_A0A661VRL4/5-75,0.681
UniRef100_A0A349GXV7/1-72,0.653
UniRef100_A0A533QF58/1-71,0.597
UniRef100_A0A1Q9JHQ3/1-72,0.653
UniRef100_A0A2S2BXZ9/16-86,0.667
UniRef100_A0A1S2VJY2/1-72,0.597
UniRef100_UPI001BCA7433/1-72,0.653
UniRef100_A0A2T5X817/3-73,0.667
UniRef100_A0A6J6Z8E6/33-102,0.681
UniRef100_A0A895YNM4/3-73,0.653
UniRef100_UPI00047EBE46/1-72,0.653
UniRef100_A0A2V2R6E3/1-73,0.653
UniRef100_A0A2V8WKB0/17-87,0.694
UniRef100_A0A2A5E4Q0/1-72,0.556
UniRef100_A0A5N9GSF7/1-72,0.611
UniRef100_A0A2V5N3A3/1-72,0.681
UniRef100_A0A1X7GGN0/1-71,0.681
UniRef100_A0A2E7G370/1-72,0.583
UniRef100_R6U5U7/1-72,0.681
UniRef100_Q14HN8/1-72,0.778
UniRef100_A0A521YH54/1-72,0.708
UniRef100_A0A0U5NLP6/1-72,0.639
UniRef100_A0A147END7/3-73,0.653
UniRef100_Q62GM6/1-72,0.653
UniRef100_A0A0F8ZTA9/1-72,0.625
UniRef100_A0A3G9JW12/1-72,0.639
UniRef100_A0A7V6MHG6/1-72,0.653
UniRef100_UPI000F711AFA/1-71,0.653
UniRef100_A0A1Q3Q8H1/1-72,0.583
UniRef100_A0A1W1B8G8/1-72,0.639
UniRef100_UPI000416898D/3-73,0.667
UniRef100_A0A0R2U8C7/1-72,0.736
UniRef100_A0A172N3J8/1-72,0.625
UniRef100_UPI0015F7A33C/3-73,0.681
UniRef100_A0A1F4DA91/1-72,0.667
UniRef100_A0A3D3ITN2/1-72,0.653
UniRef100_A0A172N5Q4/1-72,0.625
UniRef100_A0A4Q2ZGX1/1-72,0.597
UniRef100_A0A172N7B6/1-72,0.625
UniRef100_A0A849UY08/1-72,0.542
UniRef100_A0A1T4QH32/1-72,0.569
UniRef100_A0A6B2MDG7/1-72,0.667
UniRef100_A0A4R8R307/22-92,0.667
UniRef100_A0A7C0ZBS1/1-72,0.639
UniRef100_A0A7Z9GCU2/1-72,0.653
UniRef100_A0A101FM19/1-72,0.583
UniRef100_A0A1X0K9P0/19-89,0.667
UniRef100_A0A1W1C4G7/1-72,0.583
UniRef100_A0A2D5Y2S2/1-72,0.611
UniRef100_A0A1M4UNF9/1-72,0.597
UniRef100_A0A8D9CFK0/1-72,0.625
UniRef100_A0A424SWA9/1-72,0.611
UniRef100_A0A7V6KSK0/1-72,0.653
UniRef100_F0S1E3/1-71,0.611
UniRef100_A0A134BHX8/3-73,0.681
UniRef100_A0A522TFW7/1-72,0.667
UniRef100_A0A7V1ICL8/1-72,0.681
UniRef100_A0A2M7Y7Z8/1-72,0.681
UniRef100_A0A7X8GVM8/1-73,0.639
UniRef100_A0A3C1LIC5/1-72,0.597
UniRef100_UPI001EF48DBC/12-82,0.667
UniRef100_A0A172N5Y2/1-72,0.639
UniRef100_A0A0R2T558/1-71,0.625
UniRef100_A0L5J6/17-87,0.722
UniRef100_UPI00045B1BA3/3-73,0.667
UniRef100_A0A143Y199/1-72,0.653
UniRef100_A0A3D5KD87/1-72,0.667
UniRef100_A0A542XXR4/3-73,0.653
UniRef100_A0A1H3PVG1/1-72,0.653
UniRef100_UPI000980FAD8/1-72,0.653
UniRef100_A0A0F9D946/1-72,0.653
UniRef100_A0A848ZPG7/1-72,0.653
UniRef100_A0A5M8P626/1-72,0.611
UniRef100_A0A1U9NPI3/1-70,0.569
UniRef100_A0A8H9G6V8/25-95,0.639
UniRef100_A0A1X3P544/3-73,0.625
UniRef100_A0A3T0U5W8/1-72,0.639
UniRef100_A0A359G344/1-72,0.639
UniRef100_A0A3N5JXG2/7-77,0.611
UniRef100_X0T658/1-72,0.597
UniRef100_A0A3D4KDF7/1-72,0.639
UniRef100_A0A6L9L1Y9/1-72,0.597
UniRef100_A0A1Z9FCL8/1-72,0.569
UniRef100_A0A6I4Z2E9/1-72,0.653
UniRef100_A0A1G6WSF0/1-72,0.653
UniRef100_A0A6J4RP64/1-72,0.611
UniRef100_A0A1V6D778/1-70,0.569
UniRef100_A0A2E6PL67/1-72,0.583
UniRef100_UPI0009823031/1-72,0.667
UniRef100_A0A0F9LZ01/1-72,0.611
UniRef100_A0A2D6T7W2/1-72,0.625
UniRef100_A0A0S4XPR3/1-72,0.597
UniRef100_A0A2E0QCE6/1-72,0.653
UniRef100_A0A2E8QP84/1-72,0.819
UniRef100_A0A077JE10/36-106,0.708
UniRef100_A0A2W4ZWW0/1-72,0.639
UniRef100_A0A7X7NNF6/3-73,0.681
UniRef100_A0A0H4TMH2/18-87,0.694
UniRef100_A0A0R2QIA4/3-73,0.653
UniRef100_A0A172N6W0/1-72,0.625
UniRef100_R7LVS2/3-71,0.625
UniRef100_G8NV79/1-72,0.639
UniRef100_A0A0M2NA54/1-72,0.694
UniRef100_A0A2S6FYB2/1-72,0.694
UniRef100_UPI000D354FC7/1-72,0.667
UniRef100_A0A0C3RM97/1-72,0.667
UniRef100_A0A3M1EEY6/5-74,0.667
UniRef100_X1N4U2/1-71,0.597
UniRef100_UPI0003641B28/1-72,0.569
UniRef100_A0A7I7QRA3/19-89,0.667
UniRef100_A0A3C1PIM2/1-72,0.681
UniRef100_A0A090XFT1/1-71,0.681
UniRef100_A0A1F3F0Z5/1-72,0.639
UniRef100_A0A455TAA0/2-71,0.764
UniRef100_O98459/1-72,0.694
UniRef100_UPI0004246016/1-72,0.681
UniRef100_A0A3M1TM38/1-72,0.639
UniRef100_UPI00110676F6/1-72,0.667
UniRef100_A0A1J5MWK9/1-72,0.653
UniRef100_A0A3P1XCY9/1-72,0.667
UniRef100_A9KFQ0/1-71,0.778
UniRef100_A0A3N5UGF2/1-71,0.625
UniRef100_UPI001B0A70E7/1-72,0.653
UniRef100_A0A1N7QIS3/1-72,0.583
UniRef100_A0A7Y5XNJ0/3-73,0.681
UniRef100_UPI001459A5C3/1-72,0.653
UniRef100_A0A1H8ERY5/1-72,0.639
UniRef100_A0A6S6TCY9/1-72,0.625
UniRef100_A0A5C1EBE7/1-72,0.681
UniRef100_A0A2P8KMB2/1-72,0.639
UniRef100_A0A4S1EAH4/1-72,0.625
UniRef100_A0A368A0S5/1-72,0.611
UniRef100_A0A0M2UY25/1-71,0.597
UniRef100_A0A351USN3/1-72,0.694
UniRef100_UPI000E56CD89/1-72,0.667
UniRef100_A0A382QIS5/1-72,0.639
UniRef100_A0A2G6KPQ4/1-72,0.861
UniRef100_A0A7V1WRR5/1-73,0.653
UniRef100_A0A1V5D6Q0/1-72,0.653
UniRef100_A0A1V4X6U0/1-72,0.667
UniRef100_A0A7C3V861/3-73,0.681
UniRef100_UPI0010316E98/1-72,0.625
UniRef100_A0A521JMC4/1-72,0.653
UniRef100_X0ZMU5/1-71,0.597
UniRef100_A0A7T9I752/1-72,0.569
UniRef100_A0A2E1TEG0/1-71,0.625
UniRef100_A0A2V6C0Y6/1-72,0.694
UniRef100_A0A7T9K4N5/1-72,0.542
UniRef100_A0A1G2XL69/1-71,0.597
UniRef100_A0A447GA69/21-91,0.667
UniRef100_A0A1X0JE66/21-91,0.667
UniRef100_Q30TU3/1-72,0.611
UniRef100_A0A424T9A9/1-72,0.833
UniRef100_A0A2V2EUX0/3-71,0.639
UniRef100_A0A7K1C5H1/3-73,0.653
UniRef100_A0A7Z0SFH5/1-72,0.653
UniRef100_R7ANC7/1-72,0.681
UniRef100_A0A272EP47/1-72,0.681
UniRef100_A0A7V9GM27/1-72,0.597
UniRef100_A0A2V9CFU8/18-87,0.681
UniRef100_A0A2V6CU10/1-72,0.667
UniRef100_A0A8F2XUG7/1-72,0.625
UniRef100_W0U7V7/1-72,0.667
UniRef100_A0A3B8S552/1-72,0.681
UniRef100_A0A6J7CVB0/22-92,0.667
UniRef100_A0A1W1BGN8/1-72,0.611
UniRef100_A0A371BG44/1-72,0.667
UniRef100_A0A836SZC5/9-77,0.611
UniRef100_UPI0018673391/1-72,0.611
UniRef100_UPI00052974E7/1-72,0.653
UniRef100_A0A7V9JIJ6/4-73,0.667
UniRef100_A0A0J8YXD1/3-73,0.597
UniRef100_A0A6P2CDJ1/22-92,0.667
UniRef100_A0A7C7W654/3-73,0.639
UniRef100_A0A3D0FNM1/1-72,0.667
