id,identity_to_query
UniRef100_A0A832QUK1/1-357,0.421
UniRef100_A0A2T1DJL6/5-366,0.440
UniRef100_A0A090ARW6/1-361,0.440
UniRef100_UPI001CC7871C/1-351,0.448
UniRef100_A0A1V5BHD5/1-365,0.464
UniRef100_A0A378IND5/8-362,0.445
UniRef100_UPI00146F86F4/18-380,0.459
UniRef100_G7USQ3/1-364,0.489
UniRef100_UPI001AE7F1D4/2-363,0.434
UniRef100_A0A6I1KJ36/1-347,0.454
UniRef100_UPI00168635CC/5-364,0.434
UniRef100_UPI00186601D4/5-370,0.481
UniRef100_A0A0M2V059/1-356,0.410
UniRef100_A0A0Q8M1T0/3-363,0.454
UniRef100_A0A2D8XI74/13-376,0.473
UniRef100_A0A7V5QBW5/16-378,0.454
UniRef100_UPI001438F77F/3-366,0.459
UniRef100_V4XXR1/20-379,0.519
UniRef100_A0A2T6KRS6/5-371,0.462
UniRef100_A0A1M3LIJ8/4-365,0.459
UniRef100_A0A1W9KSC6/7-365,0.516
UniRef100_A0A0N1AEE9/7-366,0.530
UniRef100_UPI00104149B5/9-361,0.451
UniRef100_UPI00083B8273/4-365,0.437
UniRef100_UPI001780FF16/7-365,0.489
UniRef100_A0A518C8T2/12-368,0.456
UniRef100_A0A1G7UC32/1-356,0.404
UniRef100_A0A0N1C0F6/8-369,0.492
UniRef100_A0A1E3ZB98/1-358,0.492
UniRef100_A0A2S8F0T6/12-367,0.448
UniRef100_A0A2G2R6A3/7-370,0.484
UniRef100_A0A7Y3AL74/1-359,0.492
UniRef100_A0A2P5SVY8/1-361,0.481
UniRef100_A0A536XIA9/1-356,0.505
UniRef100_A0A4R4EP20/6-364,0.470
UniRef100_UPI0011EDC3FA/9-365,0.486
UniRef100_UPI00037050B1/4-361,0.484
UniRef100_A0A4D6XXM0/1-359,0.467
UniRef100_A0A4V2NLZ3/10-364,0.475
UniRef100_A0A7X6PID8/1-358,0.456
UniRef100_A0A419SN38/1-365,0.467
UniRef100_A0A0U2IPZ0/1-364,0.451
UniRef100_A3V5P0/4-365,0.459
UniRef100_A0A7G3ZYN5/8-366,0.437
UniRef100_B3E9N2/1-354,0.467
UniRef100_A0A2E8FMA9/1-360,0.451
UniRef100_A0A286U3Y8/1-356,0.410
UniRef100_A0A0C2PTR2/2-373,0.434
UniRef100_A0A2E8YPP0/7-370,0.451
UniRef100_A0A2E1USR4/1-354,0.426
UniRef100_A0A2R7LR45/3-365,0.467
UniRef100_A0A285IYP9/7-369,0.475
UniRef100_A0A1G6D4P9/6-357,0.464
UniRef100_UPI0008FAF5A4/4-358,0.473
UniRef100_UPI00119F47E6/1-362,0.426
UniRef100_A0A4Q3PCN8/1-357,0.533
UniRef100_A0A3D2Q450/133-485,0.437
UniRef100_UPI00187ECE67/4-363,0.434
UniRef100_UPI0009355D8F/5-366,0.454
UniRef100_A0A328AAT3/4-363,0.462
UniRef100_A0A432XI23/6-359,0.505
UniRef100_A0A8J7D357/1-354,0.407
UniRef100_A0A0R0ACM9/11-368,0.503
UniRef100_A0A7X2D2T6/18-378,0.508
UniRef100_A0YMX6/4-361,0.429
UniRef100_A0A537P1Z4/12-376,0.503
UniRef100_A0A0R0DRM2/12-367,0.486
UniRef100_A0A0P0P1W1/3-363,0.456
UniRef100_A0A6N2DGX0/6-368,0.437
UniRef100_A0A7X8MNC3/5-359,0.429
UniRef100_UPI001B0AAB12/2-364,0.443
UniRef100_A0A2T0YH79/1-362,0.426
UniRef100_A0A5C5ZE68/7-361,0.434
UniRef100_A0A432M860/7-363,0.489
UniRef100_A0A0H2MAC0/7-374,0.464
UniRef100_A0A328V4P2/4-364,0.432
UniRef100_UPI001A91F06E/6-367,0.516
UniRef100_UPI000F8DB19B/2-365,0.475
UniRef100_A0A2E7I437/8-372,0.456
UniRef100_A0A0H1AJG6/8-361,0.495
UniRef100_A0A2E0ATL7/6-360,0.454
UniRef100_A0A354DLM4/1-362,0.448
UniRef100_A0A7Y3F5J5/1-356,0.467
UniRef100_A0A3M8D2A4/1-361,0.434
UniRef100_A0A6N8BD16/1-360,0.434
UniRef100_C8W224/7-362,0.423
UniRef100_UPI0004053816/1-360,0.459
UniRef100_A0A7Y2FEY7/1-357,0.456
UniRef100_A0A2E6YS87/12-364,0.497
UniRef100_A0A7C6GGZ9/12-361,0.443
UniRef100_A0A5J6MNJ9/15-375,0.500
UniRef100_A0A1G2VVE5/1-352,0.467
UniRef100_D7E058/4-363,0.432
UniRef100_A0A2P8F6S4/6-369,0.462
UniRef100_A0A5D4XRV3/9-361,0.489
UniRef100_A0A2A4U613/7-370,0.481
UniRef100_A0A0V0Q6V3/4-365,0.473
UniRef100_UPI0003468466/6-364,0.418
UniRef100_A0A2E3MUH5/9-365,0.445
UniRef100_A0A5Q4GPL5/10-365,0.445
UniRef100_A0A8J7CQC3/2-366,0.470
UniRef100_S9TWK8/4-366,0.505
UniRef100_A0A845ZUI2/5-366,0.429
UniRef100_A0A8J7EQB1/1-363,0.448
UniRef100_A0A521ZBE9/1-362,0.443
UniRef100_A0A0C7NE71/4-356,0.475
UniRef100_UPI0010811963/1-361,0.426
UniRef100_UPI0016805CB3/1-360,0.423
UniRef100_UPI001ABBD07E/2-365,0.456
UniRef100_A0A2T2RNP0/4-362,0.432
UniRef100_A0A1V5JB55/1-365,0.393
UniRef100_A0A1H4L169/1-361,0.432
UniRef100_A0A552Q9N3/5-363,0.413
UniRef100_A0A8I1V7B6/1-361,0.508
UniRef100_UPI00026C76D3/9-361,0.437
UniRef100_UPI000A1F1715/5-369,0.484
UniRef100_UPI0016809FB7/5-363,0.437
UniRef100_A0A432UFR9/24-378,0.426
UniRef100_A0A7Y7N736/2-349,0.448
UniRef100_UPI001C3B9461/2-363,0.451
UniRef100_A0A2N6FJU0/7-354,0.429
UniRef100_UPI00041E772F/1-366,0.475
UniRef100_UPI000466D5E9/1-395,0.541
UniRef100_A0A2U1DWD1/1-361,0.519
UniRef100_A0A1J5IZD4/6-364,0.486
UniRef100_A0A1E5JPD2/8-366,0.429
UniRef100_A0A2H0QBJ5/1-356,0.459
UniRef100_UPI001BFC78FE/3-365,0.448
UniRef100_R4YS95/2-322,0.582
UniRef100_A0A1Z8N8W1/6-359,0.415
UniRef100_A0A2A5DZF7/10-371,0.475
UniRef100_UPI0018C4FFDF/1-359,0.404
UniRef100_A0A2E9LZB4/12-364,0.500
UniRef100_A0A2D6SS23/5-369,0.426
UniRef100_A0A7X3WHC6/2-361,0.407
UniRef100_A0A4R5KTW3/1-362,0.448
UniRef100_A0A7S3JU26/59-421,0.541
UniRef100_G5H3Z5/3-358,0.421
UniRef100_UPI0004822B9E/1-361,0.546
UniRef100_UPI0019059217/12-375,0.470
UniRef100_A0A6N9SLR8/1-355,0.568
UniRef100_UPI0007302BA8/1-361,0.388
UniRef100_UPI001E42DF08/1-352,0.505
UniRef100_A0A537NIQ2/1-368,0.489
UniRef100_A0A1I3J5R6/5-367,0.429
UniRef100_UPI001C38D1AB/9-371,0.437
UniRef100_A0A0W0ZK92/8-361,0.445
UniRef100_A5GF05/1-353,0.454
UniRef100_A0A2M7A2H9/4-360,0.440
UniRef100_UPI000BB4E91B/3-365,0.459
UniRef100_A0A7X8JAP3/1-360,0.454
UniRef100_A0A349EKT7/10-366,0.451
UniRef100_A0A3A0EX38/5-357,0.541
UniRef100_A3IU93/4-365,0.413
UniRef100_A0A7C1JDE9/170-523,0.421
UniRef100_R4KNF6/1-360,0.481
UniRef100_A0A208XWW1/1-358,0.492
UniRef100_A0A259L590/6-358,0.495
UniRef100_A0A6M2BWI1/1-361,0.533
UniRef100_A0A3D1PD32/3-363,0.440
UniRef100_UPI001951A699/7-370,0.443
UniRef100_A0A1H9C782/4-366,0.492
UniRef100_A0A1H7RZN0/5-366,0.497
UniRef100_A0A2E5PJN5/5-367,0.484
UniRef100_A0A8I2A6S9/1-360,0.451
UniRef100_A0A0A2WXQ3/19-367,0.456
UniRef100_UPI001AE3D93F/1-362,0.421
UniRef100_A0A317EAR4/6-372,0.514
UniRef100_UPI0003FA5CD1/1-359,0.451
UniRef100_A0A2G6T2T4/7-364,0.516
UniRef100_UPI00197CBC75/8-371,0.489
UniRef100_A0A1A8XF23/3-325,0.557
UniRef100_A0A1G0YR43/7-360,0.429
UniRef100_UPI00046EB15C/1-362,0.434
UniRef100_A0A2E7LDE6/10-365,0.434
UniRef100_A0A7C5SEK2/23-383,0.467
UniRef100_A0A1F8WM48/1-354,0.426
UniRef100_A0A348AQG0/1-358,0.437
UniRef100_A0A2D9QRF9/24-382,0.421
UniRef100_A0A1Y3PQQ7/1-364,0.410
UniRef100_A0A1X4G3Q5/4-362,0.429
UniRef100_UPI001685EA32/5-366,0.434
UniRef100_A0A2Z4UMJ0/8-371,0.467
UniRef100_UPI0004958B42/1-359,0.495
UniRef100_A0A8J8BHS3/4-356,0.462
UniRef100_UPI001681B2D0/4-360,0.445
UniRef100_A0A895H0K6/4-365,0.470
UniRef100_A0A6F9WX58/1-351,0.448
UniRef100_B0T8F3/3-364,0.467
UniRef100_A0A830HQ02/9-366,0.525
UniRef100_A0A496AY93/5-364,0.440
UniRef100_A0A3P4B0G4/1-359,0.497
UniRef100_A0A1Y5FQE7/7-375,0.475
UniRef100_UPI000B09BF16/1-359,0.418
UniRef100_A0A7W6W862/16-376,0.495
UniRef100_UPI001E5E8B4A/1-355,0.505
UniRef100_UPI001CFBE78A/9-366,0.484
UniRef100_A0A117KY80/4-360,0.448
UniRef100_A0A0W0ZY86/8-367,0.443
UniRef100_A0A432XXN1/13-368,0.459
UniRef100_UPI0011EB62CA/1-365,0.464
UniRef100_A0A1R0ZQS6/1-365,0.437
UniRef100_K9YS12/3-365,0.443
UniRef100_A0A2E7TEF5/1-356,0.549
UniRef100_A0A2E6U399/5-365,0.443
UniRef100_A0A0X3U5L4/3-366,0.462
UniRef100_A0A1Y0ISB4/3-363,0.426
UniRef100_UPI001AE1766B/9-372,0.470
UniRef100_UPI0012458C27/8-361,0.451
UniRef100_A0A5C5VLM6/8-361,0.429
UniRef100_UPI000B59EBEF/5-363,0.429
UniRef100_K4LIJ0/1-359,0.456
UniRef100_A0A7G4REM4/9-361,0.437
UniRef100_UPI001B0ED5F8/2-361,0.423
UniRef100_A0A1Y6BXQ8/5-369,0.481
UniRef100_A0A6N7AK52/18-381,0.508
UniRef100_UPI0010F0E1E4/1-358,0.423
UniRef100_UPI0004665335/8-362,0.481
UniRef100_UPI00048E68E6/9-365,0.481
UniRef100_A0A7V2RFD0/1-356,0.402
UniRef100_A0A176W020/107-488,0.577
UniRef100_A0A7C6NCP7/1-360,0.464
UniRef100_G7VS26/1-362,0.443
UniRef100_A0A2E8STU3/1-359,0.448
UniRef100_A0A401IDW7/5-362,0.423
UniRef100_A0A7C3F7E5/1-359,0.418
UniRef100_A0A2N2DX74/6-363,0.418
UniRef100_A0A7V2Y105/1-356,0.434
UniRef100_UPI0013894C38/7-367,0.470
UniRef100_A0A7S8C2Z5/17-379,0.503
UniRef100_A0A0W0ZDC0/9-361,0.443
UniRef100_A0A2E6SSN0/7-368,0.470
UniRef100_A0A0R0CVM4/1-364,0.497
UniRef100_K4ZPE5/11-370,0.443
UniRef100_A0A8J3GYW0/1-364,0.470
UniRef100_A0A7C8AU82/1-352,0.437
UniRef100_A0A399IFE3/1-352,0.434
UniRef100_A0A258CF49/3-365,0.462
UniRef100_A0A2D7RBI1/14-366,0.505
UniRef100_A0A0B5BFT1/5-357,0.470
UniRef100_A0A7C7IEG4/2-327,0.423
UniRef100_A0A2P8WKI6/6-375,0.440
UniRef100_A0A7L5Y3R2/10-369,0.557
UniRef100_A0A1G8C7B2/1-362,0.415
UniRef100_A0A2T1CRQ7/1-360,0.434
UniRef100_UPI001D9813E8/1-362,0.443
UniRef100_A0A7Y9IZS6/1-358,0.519
UniRef100_U5QNE5/1-359,0.437
UniRef100_A0A7V6RMP3/1-355,0.440
UniRef100_A0A192IGE0/3-364,0.492
UniRef100_A0A7C8AL45/1-361,0.443
UniRef100_A0A846GER9/1-366,0.432
UniRef100_A0A8J6YYR8/37-400,0.456
UniRef100_A0A7H0F4N6/4-363,0.451
UniRef100_A0A7X8HJ69/1-355,0.484
UniRef100_A0A1Y0EBI4/4-365,0.467
UniRef100_A0A512DKZ3/5-367,0.505
UniRef100_A0A5P8JD07/4-365,0.467
UniRef100_A0A7Y2FTL1/15-376,0.478
UniRef100_UPI0002FBCD09/6-366,0.492
UniRef100_A0A1Q8ZAC3/6-365,0.429
UniRef100_J2Q3Q3/4-363,0.462
UniRef100_A0A1F4Q2X6/1-366,0.407
UniRef100_K9SZE3/4-368,0.429
UniRef100_A0A3M0XLQ4/7-367,0.484
UniRef100_UPI001AE23E25/1-355,0.402
UniRef100_UPI00149265BA/1-363,0.437
UniRef100_A0A356R595/7-362,0.456
UniRef100_K8ENB3/97-458,0.536
UniRef100_A0A2E5IXB6/1-359,0.434
UniRef100_A0A2H0DEQ0/4-351,0.423
UniRef100_UPI001904ACAD/3-339,0.563
UniRef100_A0A849I1Y4/51-393,0.484
UniRef100_A0A2S7F2F7/6-370,0.492
UniRef100_UPI000627DC5F/6-367,0.486
UniRef100_A0A6N9Q6F1/1-360,0.423
UniRef100_A0A3B0SLW5/3-367,0.454
UniRef100_A0A352ALJ3/5-364,0.437
UniRef100_A0A4Q3PXL2/8-329,0.527
UniRef100_A0A653U1J5/8-362,0.489
UniRef100_A0A2E1IF22/1-358,0.451
UniRef100_A0A432PKZ5/11-373,0.475
UniRef100_UPI0012AEC6FE/12-366,0.443
UniRef100_A0A432Z2Y8/10-365,0.489
UniRef100_A0A1F8MDH2/181-551,0.429
UniRef100_A0A0B0EC85/1-357,0.404
UniRef100_A0A2R7PA54/1-362,0.511
UniRef100_A0A2W2BF86/11-373,0.478
UniRef100_A0A1F9IR19/1-354,0.432
UniRef100_A0A151AUK3/4-356,0.467
UniRef100_UPI001E4AF154/1-362,0.445
UniRef100_UPI0018EED3B9/9-370,0.484
UniRef100_A0A8J7DLV3/4-368,0.440
UniRef100_A0A2M8X725/8-368,0.514
UniRef100_A0A0L0M0W9/18-370,0.516
UniRef100_UPI001056C549/8-362,0.454
UniRef100_A0A7H4GMV6/1-355,0.440
UniRef100_UPI0018EC2D9B/1-362,0.423
UniRef100_A0A4D6XWS2/1-358,0.456
UniRef100_A0A3B0UYK2/17-365,0.470
UniRef100_UPI00035E8B7C/1-362,0.454
UniRef100_UPI0016514D0C/1-358,0.473
UniRef100_A0A7C2LGH4/35-394,0.434
UniRef100_A0A6C2U799/4-358,0.464
UniRef100_B0TEE8/14-373,0.467
UniRef100_UPI001CCB16E0/12-368,0.451
UniRef100_UPI001F38E5A6/11-369,0.432
UniRef100_A0A7C6PYR5/1-355,0.396
UniRef100_A0A651F8E0/3-361,0.448
UniRef100_A0A081BBJ9/10-374,0.484
UniRef100_A0A099F6X4/4-365,0.464
UniRef100_UPI00131BEF63/9-368,0.448
UniRef100_A0A3M2HI13/8-361,0.475
UniRef100_D8G0F9/4-361,0.464
UniRef100_A0A6B2R0J1/1-353,0.511
UniRef100_A0A1M5L9M6/25-379,0.530
UniRef100_A0A5M6IBF4/7-367,0.503
UniRef100_A0A1M5M001/3-365,0.445
UniRef100_UPI001CA9C8CB/1-362,0.443
UniRef100_A0A3A9K4V2/1-355,0.407
UniRef100_A0A1H8YXP2/2-365,0.451
UniRef100_UPI00135A5D93/1-363,0.443
UniRef100_A0A1B1N0A1/1-364,0.437
UniRef100_A0A2E9A7T2/14-363,0.497
UniRef100_A0A849DZK5/2-348,0.443
UniRef100_A0A3M1KVB1/1-349,0.426
UniRef100_A0A412KQ97/1-359,0.407
UniRef100_A0A7Y5PGL6/13-369,0.533
UniRef100_A0A7Y2FA60/11-370,0.432
UniRef100_A0A3B0QR92/17-365,0.467
UniRef100_A0A3M1M5W5/7-364,0.451
UniRef100_UPI0010290477/6-359,0.484
UniRef100_A0A0Q3PP53/66-424,0.571
UniRef100_A0A1F4TI00/1-366,0.432
UniRef100_A0A8H2SLP5/4-356,0.514
UniRef100_A0A168SBG8/13-377,0.486
UniRef100_UPI00139167E6/7-365,0.486
UniRef100_A0A4D6XVF7/1-358,0.437
UniRef100_A0A7W0JQ69/1-353,0.486
UniRef100_A0A6I0F2M8/13-371,0.426
UniRef100_A0A7Y3TP60/7-365,0.440
UniRef100_A0A0A0EUF4/6-366,0.467
UniRef100_UPI00143C638B/1-360,0.530
UniRef100_A0A7W5NVJ0/8-366,0.495
UniRef100_UPI001F43D644/7-373,0.511
UniRef100_UPI0002002B6A/9-371,0.445
UniRef100_A0A3M2EFB5/17-374,0.484
UniRef100_UPI0004182F3F/3-367,0.495
UniRef100_A0A2D8G5C7/6-368,0.484
UniRef100_A0A7C6JIU2/1-355,0.492
UniRef100_A0A432YQT0/14-363,0.470
UniRef100_A0A517DSR8/1-360,0.437
UniRef100_A0A1F7SKE2/1-357,0.402
UniRef100_A0A356Z8W7/1-359,0.426
UniRef100_W9BV50/1-371,0.440
UniRef100_A0A381XTR0/1-358,0.448
UniRef100_L7CMS9/6-371,0.443
UniRef100_UPI00110CAC5C/1-365,0.432
UniRef100_UPI00096BF496/1-363,0.448
UniRef100_UPI001BDA22DE/21-365,0.448
UniRef100_A0A2T6BV38/1-360,0.434
UniRef100_A0A523FPF6/7-370,0.464
UniRef100_A0A6B3LUW6/4-362,0.445
UniRef100_A0A443KJ43/4-363,0.462
UniRef100_A0A1B9VG34/15-375,0.467
UniRef100_A0A502IWC6/5-361,0.454
UniRef100_UPI00037ABAE1/4-365,0.459
UniRef100_A0A367X2V9/19-380,0.470
UniRef100_A0A7C6J2E9/3-360,0.454
UniRef100_UPI000E6AF101/16-371,0.484
UniRef100_A0A2E5MZJ9/14-376,0.462
UniRef100_A0A2E4IHY1/7-360,0.511
UniRef100_UPI001A974DAA/3-367,0.489
UniRef100_A0A8D8EJI0/11-365,0.473
UniRef100_A0A357Y4D2/5-361,0.415
UniRef100_A0A8A7WCM3/1-363,0.443
UniRef100_A0A853JIV3/9-361,0.489
UniRef100_A0A7C1U712/3-371,0.486
UniRef100_A0A0C2HPL8/1-350,0.486
UniRef100_A0A0U2W5H4/3-363,0.434
UniRef100_K9X0A4/4-361,0.445
UniRef100_A0A1V1WUM7/1-363,0.366
UniRef100_UPI00193D3E40/11-374,0.467
UniRef100_A0A518II92/7-383,0.413
UniRef100_A0A7V4SXZ4/1-365,0.393
UniRef100_A0A891X5H6/5-363,0.492
UniRef100_A0A6N8XI11/4-356,0.500
UniRef100_A5CX62/1-358,0.495
UniRef100_UPI00138ED389/6-366,0.489
UniRef100_A0A3M6QAT2/9-368,0.533
UniRef100_A0A349J2P1/5-365,0.440
UniRef100_A0A4Y8Q8X4/1-360,0.421
UniRef100_A0A1G4QAH8/15-366,0.415
UniRef100_A0A1T4T4P8/10-375,0.500
UniRef100_A0A330L3K7/6-361,0.418
UniRef100_A0A7X7BTC4/1-354,0.473
UniRef100_A0A517WSF7/10-386,0.429
UniRef100_A0A0C1JKZ4/3-366,0.456
UniRef100_A0A7Y5CBX4/7-365,0.437
UniRef100_A0A7X8HQ26/1-357,0.467
UniRef100_A0A6P0K204/4-364,0.451
UniRef100_A0A2E4ZBW7/12-367,0.467
UniRef100_UPI001488FE0D/3-366,0.448
UniRef100_A0A1H8TYN6/2-366,0.475
UniRef100_A0A7X6UGN5/1-360,0.426
UniRef100_A0A2E7EFQ5/13-370,0.454
UniRef100_A0A2D7H5R4/11-372,0.459
UniRef100_UPI001E55CB72/11-359,0.470
UniRef100_A0A4Q1HH39/1-354,0.492
UniRef100_UPI001420858E/1-361,0.440
UniRef100_A0A7G6US69/7-365,0.486
UniRef100_A0A1G1LZY0/2-357,0.456
UniRef100_M1LX79/1-358,0.478
UniRef100_A0A523BYG3/1-361,0.475
UniRef100_A0A2S6TTM9/8-369,0.470
UniRef100_A0A2M9E2U0/200-555,0.486
UniRef100_A0A3D2MY69/12-361,0.503
UniRef100_A0A2G5REU0/3-364,0.462
UniRef100_A0A3G9IQ35/6-366,0.437
UniRef100_UPI001EE28D5C/4-358,0.437
UniRef100_A0A1M7Y1J6/1-356,0.432
UniRef100_E0U6G5/4-370,0.421
UniRef100_A0A7C2FYZ6/1-360,0.429
UniRef100_UPI000DF39EC2/27-389,0.486
UniRef100_UPI000E5CC1CE/7-373,0.489
UniRef100_S5YTW7/20-381,0.464
UniRef100_A0A2H5VK84/6-363,0.432
UniRef100_U4V426/1-365,0.464
UniRef100_A0A426GQH4/3-365,0.459
UniRef100_UPI001C10D2D4/1-362,0.429
UniRef100_A0A432YDS5/11-362,0.478
UniRef100_A0A543E7K2/7-365,0.489
UniRef100_A0A3B1CD61/6-360,0.429
UniRef100_A0A496Z5J4/5-367,0.383
UniRef100_A0A2E3I3D3/25-382,0.407
UniRef100_A0A517Z8I2/10-374,0.462
UniRef100_A0A3M2E5L1/7-370,0.497
UniRef100_A0A0F4RMW9/4-367,0.478
UniRef100_A0A2E4LH12/1-360,0.503
UniRef100_A0A2E6GPH3/5-367,0.464
UniRef100_A0A0E4GC38/4-357,0.415
UniRef100_A0A7V3SMW8/9-368,0.437
UniRef100_A0A6L7MWZ4/4-353,0.486
UniRef100_A0A5B8IX73/6-369,0.467
UniRef100_UPI000930D2EE/15-360,0.492
UniRef100_A0A2X0VX75/1-360,0.475
UniRef100_A0A6A7M9P0/4-370,0.508
UniRef100_A0A6M1YAM2/1-354,0.497
UniRef100_A0A378JHR0/8-361,0.495
UniRef100_UPI00147A0BDF/3-366,0.473
UniRef100_A0A7C5R4J2/5-370,0.481
UniRef100_UPI00147C8FCC/3-366,0.454
UniRef100_E7RYV1/7-360,0.511
UniRef100_A0A6N7A5H4/6-371,0.508
UniRef100_UPI0010AD1B7A/1-356,0.434
UniRef100_A0A5C5U6X4/11-362,0.481
UniRef100_A0A7X0DM77/13-371,0.503
UniRef100_A0A1F9XCT6/1-350,0.451
UniRef100_A0A8J7B8C6/5-365,0.426
UniRef100_A0A7X6VR36/1-361,0.434
UniRef100_A0A1Y5S598/20-382,0.473
UniRef100_A0A7V2WH44/3-353,0.443
UniRef100_UPI001683701C/3-369,0.404
UniRef100_Q5N3D4/4-366,0.451
UniRef100_A0A1N7IPW2/2-361,0.451
UniRef100_UPI001F31AD1E/1-363,0.451
UniRef100_A0A1Y5RBS6/2-366,0.443
UniRef100_A0A355G7D6/7-380,0.423
UniRef100_A0A849RAU9/6-361,0.413
UniRef100_A0A353Z9B8/13-383,0.448
UniRef100_A0A2T0X5X3/3-365,0.432
UniRef100_A0A7X3LZL2/1-361,0.489
UniRef100_A0A1M4TFC5/5-362,0.413
UniRef100_UPI001266DAEE/1-363,0.426
UniRef100_A0A2N5DG41/3-364,0.467
UniRef100_E6WRG5/6-366,0.500
UniRef100_A0A1I1LF32/7-369,0.467
UniRef100_A0A235EQW3/1-361,0.525
UniRef100_UPI0018F0F149/6-362,0.473
UniRef100_A0A7W5CAX7/1-363,0.434
UniRef100_A0A6I6IZU4/3-365,0.459
UniRef100_A0A1J1EAE4/6-366,0.484
UniRef100_UPI00131AD7A3/1-360,0.418
UniRef100_UPI000B98FEDA/1-357,0.377
UniRef100_UPI001684AC58/5-370,0.437
UniRef100_A0A168PMI6/1-362,0.437
UniRef100_W0NZH1/1-358,0.467
UniRef100_A0A7X3JZJ8/1-362,0.440
UniRef100_A7HTV3/6-368,0.473
UniRef100_UPI0010C15514/1-365,0.415
UniRef100_A0A1H8NZ69/1-359,0.396
UniRef100_A0A1J5RN55/5-367,0.492
UniRef100_UPI001CC71334/1-353,0.473
UniRef100_A0A1Z4NL08/8-374,0.451
UniRef100_A0A3E0NG68/16-362,0.508
UniRef100_A0A4P6UY22/9-372,0.492
UniRef100_UPI000C9A0D43/1-366,0.434
UniRef100_A0A521FYS3/6-359,0.432
UniRef100_UPI001B00A71A/1-363,0.429
UniRef100_UPI00040808DB/1-354,0.448
UniRef100_UPI0015C137F2/4-360,0.432
UniRef100_UPI0003FC3BBB/8-367,0.462
UniRef100_A0A0N0D9M7/2-365,0.475
UniRef100_A0A357ZKX7/1-360,0.421
UniRef100_A0A7V7CUZ5/4-367,0.464
UniRef100_A0A6N8USX0/19-366,0.434
UniRef100_A0A651E3L7/7-369,0.429
UniRef100_A0A126V3B9/7-370,0.467
UniRef100_A0A166J2R1/5-371,0.437
UniRef100_A0A7G7KRC2/9-371,0.443
UniRef100_A0A517RLA6/7-381,0.407
UniRef100_A0A0A1ZUW1/5-362,0.421
UniRef100_A0A2D7XJS0/20-374,0.451
UniRef100_A0A512NME3/4-370,0.505
UniRef100_V8QYM5/1-358,0.489
UniRef100_A0A565EA19/1-361,0.407
UniRef100_A0A351K059/196-550,0.423
UniRef100_A0A2D8RTC0/6-369,0.470
UniRef100_A0A3R7Q0B5/5-365,0.440
UniRef100_A0A443YYY4/6-359,0.489
UniRef100_UPI0005C22CFC/12-366,0.423
UniRef100_A0A4V0Y1Q5/4-356,0.470
UniRef100_A0A2N6QI89/1-359,0.443
UniRef100_UPI0012AF23A0/1-365,0.434
UniRef100_A0A1R1CET6/1-363,0.418
UniRef100_A0A7V3JK73/7-362,0.437
UniRef100_A0A524ARL1/205-566,0.423
UniRef100_UPI0014239449/2-366,0.456
UniRef100_D9Y561/1-353,0.437
UniRef100_UPI000730D55F/8-361,0.459
UniRef100_UPI001ADC86A0/2-365,0.464
UniRef100_A0A4D6YC38/5-361,0.470
UniRef100_A0A2U1RJ75/6-360,0.432
UniRef100_A0A3E0KBS5/11-372,0.495
UniRef100_A0A7Z0QPP0/7-362,0.470
UniRef100_A0A844W8C9/3-366,0.478
UniRef100_UPI00071B50DC/7-367,0.484
UniRef100_A0A7X2ZB70/3-363,0.396
UniRef100_A0A518DLK5/5-360,0.445
UniRef100_A0A7V4XFX0/1-361,0.432
UniRef100_UPI001EDA3353/20-377,0.407
UniRef100_A0A317E0E1/6-372,0.492
UniRef100_A0A1B2H903/1-357,0.462
UniRef100_UPI000BEA5D60/11-373,0.478
UniRef100_A0A328BHX7/3-363,0.481
UniRef100_A0A1T5LJR8/8-366,0.500
UniRef100_A0A6N7M212/3-358,0.443
UniRef100_A0A410UMU1/7-362,0.481
UniRef100_A0A2A4THS0/4-369,0.451
UniRef100_UPI00187ECD12/3-365,0.464
UniRef100_A0A2G4J3H7/1-353,0.505
UniRef100_A0A523G3I0/12-375,0.470
UniRef100_A0A1J5NTC9/4-357,0.467
UniRef100_A0A7X2FUQ7/5-366,0.500
UniRef100_A0A7V5RIA1/1-358,0.434
UniRef100_A0A1I2ZE72/1-360,0.445
UniRef100_A0A6I0EGH2/12-373,0.459
UniRef100_A0A2E8DYD0/12-377,0.432
UniRef100_UPI000E1FB79D/1-357,0.514
UniRef100_UPI00131CFA22/5-360,0.451
UniRef100_A0A1I4E436/4-364,0.454
UniRef100_A0A2V5PPU1/1-359,0.440
UniRef100_UPI001AE6CDD4/14-366,0.418
UniRef100_A0A6N2EG51/12-376,0.443
UniRef100_UPI00071D69A8/1-362,0.437
UniRef100_A0A8J2TC26/8-367,0.429
UniRef100_A0A432XTS3/1-357,0.470
UniRef100_A0A1I4NEC1/2-365,0.467
UniRef100_A0A2G2KKY1/8-366,0.440
UniRef100_A0A1X4NIW6/3-365,0.448
UniRef100_A0A344J308/10-360,0.470
UniRef100_A0A4R3L1F1/1-362,0.413
UniRef100_A0A1Y3QMN7/164-520,0.486
UniRef100_UPI0014313FCB/1-358,0.475
UniRef100_UPI0019278E27/4-367,0.454
UniRef100_UPI00131BDEB2/4-366,0.473
UniRef100_A0A6A4U2P1/1-364,0.464
UniRef100_UPI00048CE3BE/1-362,0.407
UniRef100_UPI001CC13ECC/6-366,0.467
UniRef100_A0A2G1WDB4/17-384,0.443
